model_analyzed,command,hardware,purpose,result,status,issue_number,issue_title
nvidia/Llama-3.1-8B-Instruct-FP8,CUDA_VISIBLE_DEVICES=7 python -m sglang.launch_server --port 7501 --model-path meta-llama/Llama-3.1-8B-Instruct,1x NVIDIA A100-SXM4-80GB,Standard launch attempt for the Llama-3.1-8B-Instruct model as part of the reproduction steps.,BROKEN: Fails during JIT compilation of flashinfer kernels because the environment lacks the full CUDA Development Toolkit headers (specifically cuda_fp8.h).,broken,https://github.com/sgl-project/sglang/issues/5389,[Bug] SGLang server fails during CUDA graph capture: flashinfer JIT requires cuda_fp8.h even with pre-compiled wheel and --disable-cuda-graph
nvidia/Llama-3.1-8B-Instruct-FP8,python -m sglang.launch_server --port 7501 --model-path meta-llama/Llama-3.1-8B-Instruct,1x NVIDIA A100-SXM4-80GB,Testing model launch after following a specific installation sequence (DSPy instructions) and modifying the environment's CUDA_HOME path.,BROKEN: Failed with 'torch.OutOfMemoryError: CUDA out of memory'. The process attempted to allocate 224.00 MiB but only 174.00 MiB was free on the GPU due to other processes (Process 3110457) using 71.66 GiB.,broken,https://github.com/sgl-project/sglang/issues/5389,[Bug] SGLang server fails during CUDA graph capture: flashinfer JIT requires cuda_fp8.h even with pre-compiled wheel and --disable-cuda-graph
nvidia/Llama-3.1-8B-Instruct-FP8,"import sglang as sgl

if __name__ == '__main__':
    llm = sgl.Engine(
        model_path=""nvidia/Llama-3.1-8B-Instruct-FP8"",
        quantization=""modelopt"",
        revision=""13858565416dbdc0b4e7a4a677fadfbd5b9e5bb9"",
        log_level=""debug"",
    )",NVIDIA H100 80GB HBM3,Reproduction script to demonstrate a bug when loading a prequantized model with scalar weight scales using the modelopt quantization method.,"FAILED: Throws 'IndexError: invalid index of a 0-dim tensor' in the convert_to_channelwise function. This occurs because the code assumes weight scale tensors are 1-D, while modelopt-quantized FP8 models on H100 hardware use 0-dim (scalar) tensors for certain layers like QKVParallelLinear.",broken,https://github.com/sgl-project/sglang/issues/4594,[Bug] cannot load prequantized model with scalar weight scale
nvidia/Llama-3.1-8B-Instruct-FP8,"python -m sglang.launch_server --model-path ""meta-llama/Meta-Llama-3.1-8B-Instruct"" --dp 2 --quantization fp8 --kv-cache-dtype fp8_e5m2",2x NVIDIA H100 80GB HBM3,Reproducing a bug where the model triggers 'NaN in the probability' errors during sampling under high concurrency/RPS.,"BROKEN: Triggers 'Detected errors during sampling! NaN in the probability.' specifically when request count increases (e.g., 128 requests), though 64 requests worked.",broken,https://github.com/sgl-project/sglang/issues/1571,"[Bug] `Meta-Llama-3.1-8B-Instruct` triggers ""Detected errors during sampling! NaN in the probability."" under high concurrency/RPS."
nvidia/Llama-3.1-8B-Instruct-FP8,"python -m sglang.launch_server --model-path ""meta-llama/Meta-Llama-3.1-8B-Instruct"" --dp 2 --quantization fp8 --kv-cache-dtype fp8_e5m2 --disable-cuda-graph-padding",2x NVIDIA H100 80GB HBM3,Suggested workaround by maintainer to fix the NaN sampling error without the full performance penalty of disabling CUDA graphs entirely.,Working: Maintainer confirmed this temporarily fixes the problem until a permanent patch is applied.,working,https://github.com/sgl-project/sglang/issues/1571,"[Bug] `Meta-Llama-3.1-8B-Instruct` triggers ""Detected errors during sampling! NaN in the probability."" under high concurrency/RPS."
nvidia/Llama-3.1-8B-Instruct-FP8,"python -m sglang.launch_server --model-path ""meta-llama/Meta-Llama-3.1-8B-Instruct"" --dp 4 --quantization fp8 --kv-cache-dtype fp8_e5m2",8x NVIDIA H100 80GB HBM3,Testing model hosting under high concurrency using Data Parallelism (dp=4) and FP8 quantization/KV cache.,"Broken behavior under high concurrency (256+ requests). Model outputted 'nonsense' (corrupted text) and performance degraded. At 64 requests: 2.30 RPS, at 128 requests: 4.41 RPS. At higher loads, generated 4096 tokens of garbage text.",broken,https://github.com/sgl-project/sglang/issues/1434,[Bug] Nonsense and slow output under high concurrency
nvidia/Llama-3.1-8B-Instruct-FP8,"python -m sglang.launch_server --model-path ""meta-llama/Meta-Llama-3.1-8B-Instruct"" --tp 4 --quantization fp8 --kv-cache-dtype fp8_e5m2",8x NVIDIA H100 80GB HBM3,Testing model hosting under high concurrency using Tensor Parallelism (tp=4) and FP8 quantization/KV cache to compare against DP performance.,Reported similar issues with nonsense and slow output under high concurrency as the DP configuration.,broken,https://github.com/sgl-project/sglang/issues/1434,[Bug] Nonsense and slow output under high concurrency
nvidia/Llama-3.1-8B-Instruct-FP8,python3 -m sglang.launch_server --model-path neuralmagic/Meta-Llama-3.1-405B-Instruct-FP8 --tp 8 --disable-radix-cache --host 0.0.0.0 --port 9942 --log-level debug --file-storage-pth /home/dave.makhervaks/SGLang_storage --chunked-prefill-size 4096,8x NVIDIA A100-SXM4-80GB,Testing MMLU benchmark with chunked prefill and radix cache disabled for a 405B FP8 model.,BROKEN: Failed with RuntimeError: Failed to allocate memory for batch_prefill_tmp_v in AlignedAllocator. Likely due to the combination of --disable-radix-cache and --chunked-prefill-size.,broken,https://github.com/sgl-project/sglang/issues/1323,[Bug] RuntimeError in ModelTpServer
nvidia/Llama-3.1-8B-Instruct-FP8,python3 -m sglang.launch_server --model-path neuralmagic/Meta-Llama-3.1-405B-Instruct-FP8 --tp 8 --disable-radix-cache --host 0.0.0.0 --port 9942 --log-level debug --file-storage-pth /home/dave.makhervaks/SGLang_storage,8x NVIDIA A100-SXM4-80GB,Attempting to fix memory allocation error by removing explicit chunked-prefill-size while keeping radix cache disabled.,BROKEN: Continued to produce memory allocation errors because sglang enables chunked-prefill by default.,broken,https://github.com/sgl-project/sglang/issues/1323,[Bug] RuntimeError in ModelTpServer
nvidia/Llama-3.1-8B-Instruct-FP8,python3 -m sglang.launch_server --model-path neuralmagic/Meta-Llama-3.1-405B-Instruct-FP8 --tp 8 --disable-radix-cache --chunked-prefill-size -1 --host 0.0.0.0 --port 9942 --log-level debug --file-storage-pth /home/dave.makhervaks/SGLang_storage,8x NVIDIA A100-SXM4-80GB,Recommended configuration to fix memory allocation errors when disabling radix cache by explicitly disabling chunked prefill.,"Working for server stability, but user reported very poor accuracy on Hellaswag (0.256 vs expected higher values).",working,https://github.com/sgl-project/sglang/issues/1323,[Bug] RuntimeError in ModelTpServer
nvidia/Llama-3.3-70B-Instruct-FP8,python3 -m sglang.launch_server --model-path ~/.cache/huggingface/local/Llama-3.3-70B-Instruct-FP8 --tp-size=4,4x NVIDIA A100-SXM4-80GB,Attempting to serve a dynamic FP8 quantized Llama 3.3 70B model on hardware with CUDA compute capability < 8.9 (A100).,"BROKEN: Failed with `ImportError: vllm is not installed. To use CompressedTensorsW8A16Fp8, please install vllm`. The system incorrectly identified a need for vLLM as a fallback for the compressed tensors scheme when running on A100 GPUs.",broken,https://github.com/sgl-project/sglang/issues/11291,"[Bug] vllm is not installed. To use CompressedTensorsW8A16Fp8, please install vllm"
nvidia/Llama-3.3-70B-Instruct-FP8,python -m sglang.launch_server --model-path nvidia/Llama-3.3-70B-Instruct-FP8 --attention-backend triton,not specified,Workaround for functional issues when loading Llama 3.3 FP8 checkpoints with the default flashinfer backend.,Working fine. Using the triton attention backend avoids the issues encountered with flashinfer.,working,https://github.com/sgl-project/sglang/issues/7878,[Feature] Support Llama 3.3 FP8/NVFP4 functionally
nvidia/Llama-3.3-70B-Instruct-FP8,python -m sglang.launch_server --model-path nvidia/Llama-3.3-70B-Instruct-FP8 --attention-backend flashinfer,not specified,Loading Llama 3.3 FP8 checkpoints using the flashinfer attention backend.,Broken. Running into functional issues when using flashinfer as the attention backend for this model.,broken,https://github.com/sgl-project/sglang/issues/7878,[Feature] Support Llama 3.3 FP8/NVFP4 functionally
nvidia/Llama-3.3-70B-Instruct-FP8,python3 -m sglang.launch_server --model-path meta-llama/Llama-3.3-70B-Instruct --tp 8 --port 30000 --enable-piecewise-cuda-graph --piecewise-cuda-graph-max-tokens 8192,"Not explicitly stated, but implies 8 GPUs (tp 8)",Benchmarking Llama-3.3-70B performance with Piecewise CUDA Graph enabled for comparison against standard CUDA Graph.,Observation of performance drop in allreduce kernel during prefill. Latency increased from 370us to 461us.,working,https://github.com/sgl-project/sglang/pull/10062,Piecewise CUDA Graph Support & Torch Compile Backend
nvidia/Llama-3.3-70B-Instruct-FP8,python3 -m sglang.launch_server --model-path meta-llama/Llama-3.3-70B-Instruct --tp 8,"Not explicitly stated, but implies 8 GPUs (tp 8)",Baseline benchmarking of Llama-3.3-70B without Piecewise CUDA Graph to compare allreduce kernel performance.,Baseline prefill latency of 370us for the allreduce kernel.,working,https://github.com/sgl-project/sglang/pull/10062,Piecewise CUDA Graph Support & Torch Compile Backend
nvidia/Llama-3.3-70B-Instruct-FP8,"python -m sglang.launch_server --model-path nvidia/Llama-3.3-70B-Instruct-FP4 --mem-fraction 0.8 --cuda-graph-max-bs 128 --tp 8 --attention-backend flashinfer --quantization modelopt_fp4 --kv-cache-dtype auto --model-loader-extra-config '{""enable_multithread_load"": true, ""num_threads"": 8}'",8x NVIDIA B200,Reproduction of a performance regression in the prefill phase for FP4 MHA models on Blackwell architecture.,Broken/Regression: Encountered extremely high TTFT (Time to First Token) of ~13s on latest main compared to ~300ms on older versions. Suspected JIT compilation or issues with FP4 GEMM kernels.,broken,https://github.com/sgl-project/sglang/issues/11635,[Bug] Significant regression in server with mm_fp4 due to Flashinfer
nvidia/Llama-3.3-70B-Instruct-FP8,"SGLANG_USE_CUTLASS_BACKEND_FOR_FP4_GEMM=1 python -m sglang.launch_server --model-path nvidia/Llama-3.3-70B-Instruct-FP4 --mem-fraction 0.8 --cuda-graph-max-bs 128 --tp 8 --attention-backend flashinfer --quantization modelopt_fp4 --kv-cache-dtype auto --model-loader-extra-config '{""enable_multithread_load"": true, ""num_threads"": 8}'",8x NVIDIA B200,Testing if switching to the CUTLASS backend for FP4 GEMM resolves the significant TTFT regression.,Working: Setting the environment variable SGLANG_USE_CUTLASS_BACKEND_FOR_FP4_GEMM=1 resolved the hanging/latency issue.,working,https://github.com/sgl-project/sglang/issues/11635,[Bug] Significant regression in server with mm_fp4 due to Flashinfer
nvidia/Llama-3.3-70B-Instruct-FP8,python3 -m sglang.launch_server --model /models/meta-llama/llama-3-3-70b-instruct-fp8-dynamic/meta/llama-3-3-70b-instruct-fp8-dynamic --tp 2 --host 0.0.0.0 --enable-metrics --mem-frac 0.9 --max-total-tokens 131072 --tool-call-parser llama3 --port 8082,2x B200,Server setup for benchmarking Llama-3.3-70B FP8 on Blackwell architecture using SGLang. The user is investigating an unexpected performance anomaly regarding throughput scaling with concurrency.,"Working but showed anomalous behavior: significantly higher token throughput at concurrency 16 than at concurrency 1, despite higher TTFT (Time To First Token).",working,https://github.com/sgl-project/sglang/issues/7908,"[Bug] Unexpected Inference Speed Gain at Concurrency 16 vs 1 on Llama-3.3-70B (FP8, B200, SGLang Blackwell))"
nvidia/Llama-3.3-70B-Instruct-FP8,"benchmark --api-backend openai --api-base http://sglang-v0.4.1-llama3.3-70b-fp8-0:8082 --api-key dummy --api-model-name sglang-model --model-tokenizer /models/meta-llama/llama-3-3-70b-instruct-fp8-dynamic/meta/llama-3-3-70b-instruct-fp8-dynamic --task text-to-text --max-time-per-run 10 --max-requests-per-run 1000 --server-engine ""SGLang"" --server-gpu-type ""B200"" --server-version ""blackwell"" --server-gpu-count 2",2x B200,Benchmarking inference speed and latency of the Llama-3.3-70B FP8 model using the genai-bench 0.1.132 tool.,Detected that throughput scales non-linearly with concurrency; higher concurrency (16) outperformed lower concurrency (1) significantly.,working,https://github.com/sgl-project/sglang/issues/7908,"[Bug] Unexpected Inference Speed Gain at Concurrency 16 vs 1 on Llama-3.3-70B (FP8, B200, SGLang Blackwell))"
nvidia/Llama-3.3-70B-Instruct-FP8,python3 -m sglang.launch_server --model /Llama-3.3-70B-Instruct-FP8-Dynamic --speculative-algorithm EAGLE3 --speculative-draft-model-path /sglang-EAGLE3-LLaMA3.3-Instruct-70B --speculative-num-steps 3 --speculative-eagle-topk 2 --speculative-num-draft-tokens 4 --mem-fraction 0.6 --dtype float16 --tp-size 2 --max-running-requests 32,2x NVIDIA H100 NVL,Testing EAGLE3 speculative decoding with Llama-3.3-70B-Instruct-FP8 as the base model and a specific EAGLE3 draft model.,"BROKEN: The server fails during the capture of the 'draft extend CUDA graph'. It throws a RuntimeError: 'mat1 and mat2 shapes cannot be multiplied (128x18432 and 24576x6144)' in the Llama-EAGLE3 forward pass, likely due to a mismatch in hidden sizes introduced by the new extend CUDA graph feature.",broken,https://github.com/sgl-project/sglang/issues/7011,[Bug] Draft extend CUDA graph fails to load using llama 3.3 70b
nvidia/Llama-3.3-70B-Instruct-FP8,python3 benchmark/gsm8k/bench_sglang.py --num-shots 8 --num-questions 1319 --parallel 1319 --model-path nvidia/Llama-3.3-70B-Instruct-FP4 --quantization modelopt_fp4,,Evaluate end-to-end accuracy and throughput on the GSM8K benchmark for the FP4 quantized version of the model.,"Accuracy: 0.939, Invalid: 0.000, Latency: 65.557 s, Output throughput: 2229.165 token/s.",working,https://github.com/sgl-project/sglang/pull/3972,FP4 weight loading and inference (2/2)
nvidia/Llama-3.3-70B-Instruct-FP8,"import sglang as sgl

def main():
    prompts = [
        ""Hello, my name is"",
        ""The president of the United States is"",
        ""The capital of France is"",
        ""The future of AI is"",
    ]
    sampling_params = {""temperature"": 0.8, ""top_p"": 0.95}
    llm = sgl.Engine(model_path=""nvidia/Llama-3.3-70B-Instruct-FP4"", quantization=""modelopt_fp4"")

    outputs = llm.generate(prompts, sampling_params)
    for prompt, output in zip(prompts, outputs):
        print(""==============================="")
        print(f""Prompt: {prompt}\nGenerated text: {output['text']}"")

if __name__ == ""__main__"":
    main()",Tested successfully by author; encountered errors on 5090 device.,Quick test to verify model loading and basic text generation capabilities using the SGLang Engine API with FP4 quantization.,"Successfully generated coherent text responses describing a dog named Angelique, US government structure, Paris travel tips, and AI collaboration. However, a user on a 5090 GPU reported a 'RuntimeError: CUDA error: operation failed during capture' during CUDA graph initialization.",working,https://github.com/sgl-project/sglang/pull/3972,FP4 weight loading and inference (2/2)
nvidia/Llama-3.3-70B-Instruct-FP8,python3 -m sglang.launch_server --port=7080 --model-path=nvidia/Llama-3.3-70B-Instruct-FP8 --speculative-algorithm=EAGLE3 --speculative-draft-model-path=lmsys/sglang-EAGLE3-LLaMA3.3-Instruct-70B --speculative-num-steps=5 --speculative-eagle-topk=4 --speculative-num-draft-tokens=8 --trust-remote-code --tp=8 --dtype=bfloat16 --attention-backend=fa3 --chunked-prefill-size=16384 --mem-fraction-static=0.7 --host=0.0.0.0,8x NVIDIA H100 80GB HBM3,Testing EAGLE3 speculative decoding performance for Llama 3.3 70B across different sequence lengths.,Broken for long sequences. Performance degrades significantly when input sequence > 2k (draft model context window). At 1k input: 168.56 tok/s (1.5x speedup). At 10k input: 63.91 tok/s (worse than baseline 102.70 tok/s). Acceptance length drops from 3.2 to 1.2.,broken,https://github.com/sgl-project/sglang/issues/6783,[Bug] EAGLE3 perform worse with sequence length larger than the draft model context window
nvidia/Llama-3.3-70B-Instruct-FP8,python3 -m sglang.launch_server --port=7080 --model-path=nvidia/Llama-3.3-70B-Instruct-FP8 --speculative-algorithm=EAGLE3 --speculative-draft-model-path=lmsys/sglang-EAGLE3-LLaMA3.3-Instruct-70B --speculative-num-steps=3 --speculative-eagle-topk=2 --speculative-num-draft-tokens=4 --trust-remote-code --tp=8 --dtype=bfloat16 --attention-backend=flashinfer --chunked-prefill-size=16384 --mem-fraction-static=0.7 --host=0.0.0.0,8x NVIDIA H100 80GB HBM3,"Optimization suggestion for EAGLE3 speculative decoding, recommending flashinfer backend and reduced speculative steps/tokens.","Not explicitly benchmarked in the thread, but suggested as an improvement over the initial configuration.",experimental,https://github.com/sgl-project/sglang/issues/6783,[Bug] EAGLE3 perform worse with sequence length larger than the draft model context window
nvidia/Llama-3.3-70B-Instruct-FP8,python -m sglang.launch_server --model-path cortecs/Llama-3.3-70B-Instruct-FP8-Dynamic --tp 4 --mem-fraction-static 0.85 --context-length 65536 --max-running-requests 8,4x NVIDIA A10G (24GB),Testing W8A16 quantization compatibility in sglang version 0.4.5 for Llama-3.3-70B FP8.,BROKEN: Failed with NameError: name 'CompressedTensorsW8A16Fp8' is not defined. The user reported this configuration worked in version 0.4.4 but broke after upgrading to 0.4.5.,broken,https://github.com/sgl-project/sglang/issues/5135,[Bug] The 0.4.5 doesnt support W8A16 BUT 0.4.4 used to work fine - NameError: name 'CompressedTensorsW8A16Fp8' is not defined.
nvidia/Llama-3.3-70B-Instruct-FP8,python -m sglang.launch_server --model-path cortecs/Llama-3.3-70B-Instruct-FP8-Dynamic --tp 4 --mem-fraction-static 0.85 --context-length 65536 --enable-flashinfer-mla,4x NVIDIA A10G,Serve the Llama-3.3-70B-Instruct-FP8 model with multi-GPU tensor parallelism and optimized MLA (Multi-head Latent Attention) for processing concurrent PDF extraction requests.,"Broken: When sending multiple concurrent requests, responses get mixed/leaked between different prompts (e.g., text from Document 1 appears in the response for Document 2).",broken,https://github.com/sgl-project/sglang/issues/4593,[Bug] Cache leaking into other requests when serving multiple concurrent requests
nvidia/Llama-3.3-70B-Instruct-FP8,python3 examples/runtime/openai_tool_choice.py,8x NVIDIA H100 80GB HBM3,"Reproducing a bug where the model (Llama-3.3-70B-Instruct) fails to generate correct tool-call formatting in SGLang, leading to a NoneType error when parsing results.",FAILED: The model returned a text-based JSON object in the content field instead of populate the tool_calls field. This caused a 'TypeError: NoneType object is not subscriptable' because tool_calls was None. The author notes that the --tool-call-parser llama3 does not support Llama 3.3 yet and that the model fails to generate the <|python_tag|> token at higher temperatures.,broken,https://github.com/sgl-project/sglang/issues/4072,[Bug] Tool call with Llama3 models has inconsistent behavior with OpenAI
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,"python3 -m sglang.launch_server --model-path ""meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8""",Nvidia GB200 Blackwell (2 GPUs visible in nvidia-smi),Initial server launch to test model compatibility on the new Blackwell architecture.,FAILED: ModuleNotFoundError: No module named 'sgl_kernel'. The user encountered a dependency issue where sgl-kernel was either not installed correctly for the architecture or not found by the Python environment.,broken,https://github.com/sgl-project/sglang/issues/7504,[Bug] No module name 'sgl_kernel'
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,python -m sglang.launch_server --model-path nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8 --port 30000,8x NVIDIA H100 80GB HBM3,Serve the Llama-4-Maverick-17B model as a backend for the SGLang frontend to process multimodal (image + text) prompts.,"BROKEN: When running multimodal prompts via the SGLang frontend, it triggers a `KeyError: 'pixel_values'` in the `mllama4.py` processor. The user noted that the model fails even with simple test images despite working via OpenAI-compatible endpoints.",broken,https://github.com/sgl-project/sglang/issues/5721,[Bug] Key error on 'pixel_values' when running multi-modal prompts with SGLang frontend for Llama 4
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,python -m sglang.launch_server --model-path /root/.cache/huggingface/hub/models--nvidia--Llama-4-Maverick-17B-128E-Instruct-FP8/snapshots/e91306aa6edc0a8b551b1815027163646638d252 --tp 8 --attention-backend trtllm_mha --trust-remote-code,Mentioned as compatible with Blackwell and Hopper (8 GPUs used based on --tp 8),Enabling and benchmarking the trtllm_mha attention backend for Llama 4 Maverick to improve performance over the Triton backend.,"Working. Achieved significant performance gains: Total token throughput increased from 2468.67 to 2719.18 tok/s (+10.2%), and Mean E2E Latency decreased from 6632.70 ms to 6022.57 ms (-9.2%).",working,https://github.com/sgl-project/sglang/pull/12003,Enable Llama 4 + TRTLLM MHA
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,python3 -m sglang.launch_server --model-path meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8 --speculative-algorithm EAGLE3 --speculative-draft-model-path nvidia/Llama-4-Maverick-17B-128E-Eagle3 --speculative-num-steps 3 --speculative-eagle-topk 1 --speculative-num-draft-tokens 4 --mem-fraction-static 0.6 --cuda-graph-max-bs 2 --tp 8 --context-length 8192 --trust-remote-code --host 0.0.0.0 --port 30000,8xH200,Performance and accuracy testing of Llama-4-Maverick-17B-128E-Instruct-FP8 with EAGLE3 speculative decoding.,Working. Throughput reached 216.697 token/s (vs 161.665 without Eagle). Accuracy on gsm8k was 0.975. Note: User reported failure due to 'hf_quant_config.json' which requires manual removal to pass quantization checks.,working,https://github.com/sgl-project/sglang/pull/6985,support llama4 eagle3
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,"python -m sglang.launch_server --model-path /mnt/external-quantized-models/models/nvidia__Llama-4-Maverick-17B-128E-Instruct-FP8 --tp 8 --attention-backend triton --model-loader-extra-config '{""enable_multithread_load"": true, ""num_threads"": 8}' --trust-remote-code",,Attempting to launch the model server using ModelOpt FP8 checkpoints on the latest main branch.,BROKEN: Failed with ValueError: 'Unsupported quantization config found for modelopt_fp8' and later 'Quantization method specified in the model config (modelopt_fp8) does not match the quantization method specified in the `quantization` argument (modelopt)'.,broken,https://github.com/sgl-project/sglang/pull/11769,Fix ModelOpt load FP8 checkpoints
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,python3 benchmark/gsm8k/bench_sglang.py --num-shots 8 --num-questions 1319 --parallel 200,,Accuracy testing after applying fixes to the ModelOpt FP8 loading logic.,"Working: Accuracy: 0.931, Invalid: 0.000, Latency: 34.958 s, Output throughput: 3927.518 token/s.",working,https://github.com/sgl-project/sglang/pull/11769,Fix ModelOpt load FP8 checkpoints
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,python -u -m sglang.launch_server --model-path /path/to/llama4-maverick --host 0.0.0.0 --port 30000 --tensor-parallel-size 8 --enable-lora --max-lora-rank 64 --lora-target-modules all --mem-fraction-static 0.85,8 X H100,"Reproduce a bug where LoRA adapter loading fails when target modules use prefixed names (e.g., feed_forward.gate_proj) despite using --lora-target-modules all.","Failure during adapter loading. The validation stage blocks the adapter because the prefixed module names in the adapter config are not recognized in the supported modules list, preventing the normalization logic from executing.",broken,https://github.com/sgl-project/sglang/issues/11034,"[Bug] LoRA adapter loading fails when target modules use prefixed names (e.g., feed_forward.gate_proj) despite proper normalization logic"
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,"python -m sglang.launch_server --model-path /mnt/external-quantized-models/models/nvidia__Llama-4-Maverick-17B-128E-Instruct-FP8 --tp 8 --attention-backend triton --model-loader-extra-config '{""enable_multithread_load"": true, ""num_threads"": 8}' --trust-remote-code --moe-runner-backend triton --quantization modelopt_fp8",SM100 (mentioned in description as the target),Baseline benchmarking of Llama 4 Maverick with the Triton MoE runner backend before optimizations.,"Working. Request throughput: 1.21 req/s, Total token throughput: 2468.67 tok/s, Mean E2E Latency: 6632.70 ms, Mean ITL: 6.34 ms.",working,https://github.com/sgl-project/sglang/pull/11928,Use Flashinfer TRT-LLM as Llama 4 compatible MoE backend
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,"python -m sglang.launch_server --model-path /mnt/external-quantized-models/models/nvidia__Llama-4-Maverick-17B-128E-Instruct-FP8 --tp 8 --attention-backend triton --model-loader-extra-config '{""enable_multithread_load"": true, ""num_threads"": 8}' --trust-remote-code --moe-runner-backend flashinfer_trtllm --quantization modelopt_fp8",SM100 (mentioned in description as the target),Benchmarking the performance improvements using the new Flashinfer TRT-LLM MoE backend for per-tensor FP8.,"Working. Significant performance gain: Request throughput increased to 1.42 req/s (+17.4%), Total throughput to 2907.91 tok/s (+17.8%), Mean E2E Latency reduced to 5630.01 ms (-15.1%).",working,https://github.com/sgl-project/sglang/pull/11928,Use Flashinfer TRT-LLM as Llama 4 compatible MoE backend
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,"python -m sglang.launch_server --model-path /mnt/external-quantized-models/models/nvidia__Llama-4-Maverick-17B-128E-Instruct-FP8 --tp 8 --attention-backend triton --model-loader-extra-config '{""enable_multithread_load"": true, ""num_threads"": 8}' --trust-remote-code",8x NVIDIA B200,Serve the model as a backend server for high-concurrency benchmarking.,"BROKEN: Crashes with a CUDA illegal memory access (IMA) error during high concurrency. Specifically, the scheduler process hits an exception in `filter_batch` while calculating `seq_lens_sum`.",broken,https://github.com/sgl-project/sglang/issues/11770,[Bug] Scheduler IMA at high concurrency
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,python3 -m sglang.launch_server --model /models/meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8 --port=8080 --tp-size=8 --mem-fraction-static=0.82 --context-length=524288 --tool-call-parser=pythonic --chat-template=examples/chat_template/tool_chat_template_llama4_pythonic.jinja --attention-backend=fa3 --enable-multimodal --disable-fast-image-processor --mm-attention-backend=fa3 --hybrid-kvcache-ratio=1,8x NVIDIA H100 80GB HBM3,Reproduce a server crash related to SWARadixTree sanity check errors when sending long context requests (512k context length) and multimodal inputs.,"BROKEN: Server crashes with 'Exception: SWA Radix tree sanity check failed... Incorrect LRU list, self.swa=False, x: x.id=7 != x_lru: x_lru.id=8'. This occurs when a request's input tokens exceed the SWA cache capacity (35,848 tokens in this config).",broken,https://github.com/sgl-project/sglang/issues/8931,[Bug] SWARadixTree throws sanity check error
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,cd /sgl-workspace/sglang ; /usr/bin/env /bin/python3 /root/.vscode-server/extensions/ms-python.debugpy-2025.10.0-linux-x64/bundled/libs/debugpy/adapter/../../debugpy/launcher 42543 -- -m sglang.launch_server --model /models/meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8 --port=8080 --tp-size=8 --mem-fraction-static=0.82 --context-length=524288 --tool-call-parser=pythonic --chat-template=examples/chat_template/tool_chat_template_llama4_pythonic.jinja --attention-backend=fa3 --enable-multimodal --disable-fast-image-processor --mm-attention-backend=fa3 --hybrid-kvcache-ratio=1,8x NVIDIA H100 80GB HBM3,Debug the Llama-4 Maverick model server using VS Code debugger to identify why the SWARadixTree throws a sanity check error.,BROKEN: Identical crash logs showing 'AssertionError: Incorrect LRU list' in `swa_radix_cache.py`. Analysis indicates it happens when input context size significantly exceeds the SWA cache size.,broken,https://github.com/sgl-project/sglang/issues/8931,[Bug] SWARadixTree throws sanity check error
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,python3 -m sglang.launch_server --model /models/meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8 --port=8080 --tp-size=8 --mem-fraction-static=0.85 --context-length=524288 --tool-call-parser=pythonic --chat-template=examples/chat_template/tool_chat_template_llama4_pythonic.jinja --attention-backend=fa3 --enable-multimodal,8*H100 80GB HBM3,"Serve the Llama-4-Maverick-17B-128E-Instruct-FP8 model with multimodal support and high context length, using FlashAttention-3 and pythonic tool calling.",BROKEN: The server experienced an Out of Memory (OOM) error and crashed when processing 5 large images (4096 * 4096). The error occurred both when using the GPU-based fast image processor and when falling back to CPU image processing.,broken,https://github.com/sgl-project/sglang/issues/8468,[Bug] Llama4 Maverick-FP8 OOM when sending images
nvidia/Llama-4-Maverick-17B-128E-Instruct-FP8,"docker run --gpus all --shm-size 32g -p 30000:30000 -v ""$HF_HOME"":/root/.cache/huggingface --env ""HF_TOKEN=$HF_TOKEN"" --ipc=host lmsysorg/sglang:v0.5.0rc2-cu126 python3 -m sglang.launch_server --host 0.0.0.0 --port 30000 --trust-remote-code --model-path meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8 --tp-size 8 --attention-backend fa3",8x NVIDIA H200 (Compute Capability 9.0),Reproducing a bug where the Llama-4-Maverick model causes an Exception in ASGI application (SystemExit/CancelledError) when launched with SGLang.,"Broken. The server encounters a SystemExit: 0 followed by an asyncio.exceptions.CancelledError in the ASGI application (uvicorn/fastapi), leading to a crash or failed request handling.",broken,https://github.com/sgl-project/sglang/issues/9280,[Bug] Llama-4-Maverick @ lmsysorg/sglang:v0.5.0rc2-cu126 causes Exception in ASGI application
